Applicant_Gender,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Business_Sourced,zipcode_grp_x,zipcode_grp_y,Manager_Joining_Quarter,Application_Receipt_Quarter,Manager_Joining_Year,Application_Receipt_Year,Applicant_Marital_Status_M,Applicant_Marital_Status_S,Applicant_Marital_Status_W,Applicant_Occupation_Others,Applicant_Occupation_Salaried,Applicant_Occupation_Self Employed,Applicant_Occupation_Student,Applicant_Qualification_Associate/Fellow of Acturial Society of India,Applicant_Qualification_Associate/Fellow of Institute of Company Secretories of India,Applicant_Qualification_Associate/Fellow of Insurance Institute of India,Applicant_Qualification_Certified Associateship of Indian Institute of Bankers,Applicant_Qualification_Class X,Applicant_Qualification_Class XII,Applicant_Qualification_Graduate,Applicant_Qualification_Masters of Business Administration,Applicant_Qualification_Others,Applicant_Qualification_Professional Qualification in Marketing
0,2,2,3.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,0.0,0.0,1021481.0,21.0,0,0,0,1,2,2004,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,0.0,0.0,330565.0,15.0,0,0,0,3,2,2003,2008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,1.0,760517.0,23.0,0,0,0,1,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,4.0,1.0,583744.0,14.0,0,0,0,1,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,1,2.0,1.0,47350.0,3.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,1.0,2.0,0.0,0.0,0,0,0,1,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,212575.0,7.0,0,0,0,3,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,1,0,1.0,2.0,0.0,0.0,0,0,0,1,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,1.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3,4.0,0,0,2.0,0.0,110313.0,6.0,0,0,0,1,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,4,3,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,3.0,1.0,225983.0,9.0,0,0,0,3,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3,4.0,0,1,2.0,0.0,259680.0,5.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,2.0,1.0,0.0,0.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,3.0,1,0,1.0,0.0,145000.0,3.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,3.0,1.0,232526.0,7.0,0,0,0,4,2,2007,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,3,4.0,0,0,1.0,1.0,468942.0,11.0,0,0,0,3,2,2002,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,0.0,1079953.0,17.0,0,0,0,4,2,2006,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,3.0,0.0,330455.0,10.0,0,0,0,3,2,2007,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,4.0,0.0,0.0,0.0,0,0,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,1.0,0.0,0.0,0.0,0,0,4,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,137983.0,9.0,0,0,0,4,2,2005,2008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,4,5.0,0,0,0.0,0.0,700779.0,16.0,0,0,0,3,2,2006,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,0,0,0.0,1.0,209338.0,3.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,2,3,4.0,0,0,1.0,0.0,605152.0,17.0,0,0,0,1,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,4,5.0,0,0,1.0,0.0,317297.0,12.0,0,0,0,2,2,2001,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,5.0,0,0,1.0,1.0,534057.0,11.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,1,0,1.0,0.0,0.0,0.0,1,0,0,1,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,3.0,0.0,375408.0,8.0,1,0,9,4,2,2002,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,1.0,0.0,11666.0,1.0,1,0,9,2,2,2008,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,1.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,1.0,441469.0,13.0,1,0,4,2,2,2006,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,2.0,2.0,1395414.0,10.0,1,0,9,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,11.0,2.0,124919.0,10.0,1,0,0,1,2,2008,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,0.0,0.0,90542.0,5.0,1,0,0,2,2,2006,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,4,6.0,0,0,1.0,0.0,659411.0,22.0,1,0,0,2,2,2002,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,3,4.0,1,0,3.0,1.0,40123.0,2.0,1,9,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,2.0,0.0,20000.0,1.0,1,9,4,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,4,6.0,0,0,4.0,0.0,508818.0,20.0,1,0,9,4,2,2001,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,1,0,0,2,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,2.0,0.0,417854.0,16.0,0,0,0,4,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,0,4.0,1.0,494768.0,15.0,1,0,0,2,2,2002,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,2.0,1,0,5.0,4.0,111401.0,5.0,1,0,4,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,3.0,1,0,0.0,0.0,0.0,0.0,1,0,9,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,1.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,2,3.0,1,1,0.0,1.0,0.0,0.0,1,0,4,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,1.0,0.0,638451.0,7.0,0,0,0,3,2,2006,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,4,5.0,0,0,2.0,1.0,205992.0,9.0,0,0,0,2,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3,4.0,1,0,5.0,3.0,39953.0,2.0,0,0,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,0,0,2.0,2.0,381308.0,10.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,1.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,2.0,232863.0,11.0,0,0,0,3,2,2004,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,3.0,1.0,293896.0,13.0,0,0,0,4,2,2004,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,4.0,1.0,523648.0,10.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,4,3,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,9,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,0,1,8.0,3.0,170553.0,9.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,4,5.0,0,0,0.0,0.0,700779.0,16.0,0,0,0,3,2,2006,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,0,0,1.0,5.0,345008.0,11.0,0,0,0,4,2,2007,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,3,4.0,0,0,0.0,0.0,199984.0,9.0,0,0,0,3,2,2003,2008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,2.0,55058.0,3.0,0,9,4,3,2,2007,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,0.0,0.0,124340.0,7.0,0,0,0,2,2,2006,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,2.0,0,0,6.0,5.0,129874.0,5.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4,5.0,0,0,0.0,3.0,579133.0,19.0,0,0,0,3,2,2002,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,1.0,0.0,237570.0,12.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,5,8.0,0,0,0.0,0.0,1220576.0,35.0,0,0,0,1,2,2004,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3,4.0,0,0,1.0,1.0,227430.0,10.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,2.0,0.0,0.0,0.0,0,0,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,4,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,4,4,5.0,0,0,1.0,1.0,534057.0,11.0,1,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,1.0,0.0,659411.0,22.0,0,0,0,2,2,2002,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,3,4.0,0,0,1.0,0.0,338291.0,15.0,1,0,0,3,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,5.0,0,0,1.0,0.0,696757.0,40.0,1,0,0,4,2,2003,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,5.0,2.0,205164.0,11.0,1,0,0,4,2,2007,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,535328.0,17.0,1,0,0,1,2,2006,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,2.0,1.0,278728.0,12.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,1,2.0,0.0,282048.0,8.0,1,0,0,1,2,2006,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,4,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,1.0,0.0,0.0,0.0,1,0,9,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,0.0,1.0,429573.0,28.0,1,0,9,4,2,2005,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,2.0,1.0,145332.0,5.0,1,0,0,3,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,224191.0,8.0,0,0,0,4,2,2006,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,1.0,0.0,0.0,0.0,0,0,0,1,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,1.0,1.0,155761.0,9.0,1,0,0,3,2,2006,2008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,0.0,221299.0,13.0,1,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3,3.0,1,0,4.0,2.0,45184.0,3.0,0,0,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,6.0,0,0,0.0,0.0,495365.0,20.0,1,0,0,2,2,2004,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,306615.0,9.0,0,0,4,1,2,2006,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,4,5.0,0,1,2.0,0.0,788282.0,11.0,0,0,0,4,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,2.0,0.0,403674.0,14.0,0,0,0,4,2,2005,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,5,6.0,0,1,0.0,2.0,2105092.0,26.0,1,0,0,4,2,2001,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,1.0,173914.0,7.0,1,0,9,2,2,2004,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,6.0,0,0,3.0,1.0,1643678.0,29.0,1,0,9,3,2,2001,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,2.0,1.0,149253.0,7.0,1,0,9,4,2,2007,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,2.0,1.0,149253.0,7.0,0,0,0,4,2,2007,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,1.0,0.0,209900.0,7.0,0,0,0,2,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,1,2.0,1.0,47350.0,3.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,0,0,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,1.0,0.0,0.0,0.0,0,0,0,1,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,5.0,0,0,0.0,3.0,579133.0,19.0,0,0,0,3,2,2002,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,4,5.0,0,0,0.0,0.0,700779.0,16.0,0,0,0,3,2,2006,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,1,3.0,0.0,79191.0,3.0,0,0,0,1,2,2006,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,1,2.0,1.0,100000.0,2.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,1.0,0.0,119280.0,3.0,0,0,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,3,4.0,0,0,0.0,0.0,180589.0,5.0,0,0,0,3,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,5.0,0,0,1.0,0.0,1271086.0,51.0,0,0,4,3,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,2.0,1.0,378809.0,19.0,0,0,0,3,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,1.0,0.0,0.0,0.0,0,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,1,1.0,0.0,15289.0,1.0,0,0,0,1,2,2008,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,1,3.0,2.0,436499.0,9.0,0,0,0,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,0.0,2.0,45000.0,2.0,0,0,9,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,2.0,0,1,2.0,0.0,282048.0,8.0,0,0,0,1,2,2006,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,2.0,3.0,104548.0,7.0,0,0,0,4,2,2007,2008,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,2.0,1.0,390015.0,16.0,0,0,0,2,2,2006,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,5.0,2.0,205164.0,11.0,0,0,0,4,2,2007,2008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,1,0,0.0,2.0,45098.0,3.0,0,0,0,4,2,2007,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,2.0,450636.0,22.0,0,0,0,4,2,2005,2008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,2.0,450636.0,22.0,0,0,0,4,2,2005,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,3,4.0,0,0,1.0,0.0,605152.0,17.0,0,0,0,1,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,4,5.0,0,0,0.0,0.0,531316.0,13.0,0,0,0,2,2,2002,2008,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,1.0,160422.0,6.0,0,0,0,1,2,2008,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,535328.0,17.0,0,0,0,1,2,2006,2008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,5,6.0,0,0,3.0,1.0,1882506.0,42.0,0,0,0,3,2,2002,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,5.0,0,0,2.0,2.0,506060.0,20.0,1,0,9,4,2,2004,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,1,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,6.0,0,0,2.0,1.0,395000.0,8.0,1,0,4,2,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,0.0,375408.0,8.0,0,0,0,4,2,2002,2008,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,1,2.0,1.0,185589.0,10.0,1,9,9,4,2,2007,2008,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,0.0,0.0,155534.0,4.0,1,0,9,3,2,2006,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,2.0,0.0,0.0,0.0,1,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,1,9,9,2,2,2008,2008,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,0,0,0.0,1.0,2599295.0,23.0,1,0,9,2,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,3.0,1.0,301898.0,10.0,0,0,0,4,2,2007,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4,6.0,0,1,3.0,2.0,1516121.0,12.0,1,0,0,2,2,2007,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,1,0,0,2,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,1,0,9,2,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,7.0,4.0,162335.0,6.0,0,0,0,1,2,2008,2008,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,749374.0,19.0,1,0,9,4,2,2005,2008,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,3.0,136768.0,7.0,1,0,9,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,2.0,0,1,0.0,0.0,462366.0,15.0,1,0,9,1,2,2006,2008,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,3.0,2.0,977357.0,34.0,1,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,5,6.0,0,1,1.0,1.0,1266830.0,13.0,1,0,9,3,2,2001,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,1,0.0,0.0,233527.0,6.0,0,0,0,3,2,2005,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,0.0,0.0,402293.0,12.0,0,0,0,1,2,2004,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,2.0,0.0,0.0,0.0,1,0,0,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,2.0,0.0,0.0,0.0,1,9,9,2,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,4,4,5.0,1,1,9.0,1.0,307003.0,6.0,0,0,9,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,1,4.0,3.0,119856.0,5.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,3,4.0,1,0,5.0,0.0,109676.0,3.0,0,9,9,1,2,2008,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,0,1.0,3.0,54286.0,3.0,0,0,0,4,2,2007,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,1,1,4.0,0.0,0.0,0.0,0,0,4,1,2,2008,2008,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,2.0,0.0,241562.0,5.0,0,0,0,4,2,2003,2008,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,3,4.0,0,0,2.0,0.0,241562.0,5.0,0,0,0,4,2,2003,2008,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
